"ZONA_TERRITORIAL","FACTOR_EXPANSION","DPTO","SEXO","EDAD","PARENTESCO_JEFE_DE_HOGAR","MADRE_RESIDE_HOGAR","PADRE_RESIDE_HOGAR","SE_CONSIDERA_CAMPESINO","COMUNIDAD_ES_CAMPESINA","ETNIA","ESTADO_CIVIL","AFILIADO_SALUD","LEER_ESCRIBIR","ACTUALMENTE_ESTUDIA","MAYOR_NIVEL_EDUCATIVO","ORIENTACION_SEXUAL","GENERO","ACTIVIDAD_OCUPADA_ULTIMA_SEMANA","TIPO_VIVIENDA","SERVICIOS_ENERGIA_ELECTRICA","ESTRATO_ENERGIA_ELECTRICA","SERVICIOS_GAS_NATURAL","SERVICIOS_ALCANTARILLADO","SERVICIOS_RECOLECCION_BASURAS","SERVICIOS_ACUEDUCTO","NUMERO_HOGARES_VIVIENDA","NUMERO_CUARTOS_VIVIENDA","NUMERO_CUARTOS_DORMIR","TIPO_SANITARIO","COMO_ELIMINA_BASURA","DONDE_OBTIENE_AGUA","DONDE_PREPARA_ALIMENTOS","TIPO_OCUPACION_VIVIENDA","HOGAR_TIENE_CUENTA_CORRIENTE","HOGAR_TIENE_CUENTA_AHORROS","HOGAR_TIENE_CDT","HOGAR_TIENE_PRESTAMO_COMPRA_VIVIENDA","HOGAR_TIENE_PRESTAMO_COMPRA_VEHICULO","HOGAR_TIENE_PRESTAMO_LIBRE_INVERSION","HOGAR_TIENE_TARJETA_CREDITO","NUMERO_PERSONAS_HOGAR","DISCAPACIDAD","Adjusted_Weight"
"Cabecera","191.31276809","CALDAS","Masculino","27","Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Universitaria","Mujeres","Hombre","0","Apartamento","Si","Medio - Bajo","Si","Si","Si","Si","1","4","2.7281345622614","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Si","No","No","No","Si","No","2.30931427283213","Sin discapacidad",422.358997797176
"Cabecera","77.244570308","ATLANTICO","Masculino","24.0757780300919","Jefe (a) del hogar","No","No","Si","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Apartamento","Si","Bajo","Si","Si","Si","Si","1","1.88243185961619","1","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","3.51835889578797","Sin discapacidad",50.9080943901356
"Cabecera","136.14641691","RISALRALDA","Masculino","20","Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Apartamento","Si","Bajo","Si","Si","Si","Si","1","3","2","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","3","Sin discapacidad",41.7726967975002
"Cabecera","160.91658613","ANTIOQUIA","Femenino","24.1486863095779","Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Hombres","Mujer","0","Casa","Si","Bajo - Bajo","Si","Si","Si","Si","1","5","4","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Si","No","No","No","No","No","5.58981018676423","Sin discapacidad",0.0328151502727701
"Cabecera","284.88662774","SANTANDER","Masculino","26.9507723345887","Jefe (a) del hogar","No","Fallecido","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Apartamento","Si","Bajo - Bajo","Si","Si","Si","Si","1","2.89750160882249","1.94207456056029","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","3.83522466686554","Sin discapacidad",545.644573170352
"Cabecera","305.05256569","VALLE","Masculino","23.7307711639442","Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Apartamento","Si","Bajo - Bajo","Si","Si","Si","Si","1.54330686293542","3.38945223484188","2","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En usufructo","No","Si","No","No","No","No","No","3","Sin discapacidad",133.020105465441
"Cabecera","157.97357482","META","Masculino","25.5912484950386","Jefe (a) del hogar","No","No","Si","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Casa","Si","Bajo","Si","Si","Si","Si","1","1","1","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","3","Sin discapacidad",11.1162735347272
"Cabecera","159.20870028","ATLANTICO","Femenino","25","Pareja, esposo(a), conyuge, companero(a)","No","No","Si","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Hombres","Mujer","0","Apartamento","Si","Bajo","Si","Si","Si","Si","1","2.55774032417685","1","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","3","Sin discapacidad",6.61437410450381
"Cabecera","77.244570308","ATLANTICO","Masculino","24.8623641065788","Jefe (a) del hogar","No","No","Si","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Apartamento","Si","Bajo","Si","Si","Si","Si","1","1.2143059046939","1","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","3.89242350077257","Sin discapacidad",50.7772426541172
"Cabecera","51.089825556","CAQUETA","Masculino","19.4387034175452","Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Casa","Si","Bajo - Bajo","Si","Si","Si","Si","1","4","3","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","4.10141546861269","Sin discapacidad",406.971503300942
"Cabecera","65.834631293","NORTE DE SANTANDER","Masculino","25.2439956653398","Hijo(a), hijastro(a)","Si","Fallecido","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Universitaria","Mujeres","Hombre","0","Casa","Si","Bajo - Bajo","Si","Si","Si","Si","1","4","2.31413077702746","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","3.47373767266981","Sin discapacidad",44.6520130510418
"Cabecera","110.62746313","ANTIOQUIA","Masculino","24","Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Hombres","Hombre","0","Apartamento","Si","Bajo - Bajo","Si","Si","Si","Si","1","3","2","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","5.6417543948628","Sin discapacidad",92.1161361858816
"Cabecera","121.73628381","BOGOTA","Femenino","26.1691143468488","Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Universitaria","Hombres","Mujer","0","Apartamento","Si","Bajo","Si","Si","Si","Si","1","3.19332058611326","3","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Si","No","No","No","No","No","4.04375874996185","Sin discapacidad",168.548773582077
"Cabecera","122.27661302","ANTIOQUIA","Masculino","23","Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Casa","Si","Bajo - Bajo","Si","Si","Si","Si","1","4","3","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","4.99577317968942","Sin discapacidad",154.998533821014
"Cabecera","106.28550667","ANTIOQUIA","Femenino","21","Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Hombres","Mujer","0","Casa","Si","Bajo","No","Si","Si","Si","1","3","2","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","2","Sin discapacidad",212.948975919485
"Cabecera","157.97357482","META","Masculino","23.3008068925701","Jefe (a) del hogar","No","No","Si","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Casa","Si","Bajo","Si","Si","Si","Si","1","1.66613656934351","1","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","2.93182119913399","Sin discapacidad",7.30115103173249
"Cabecera","153.00545785","BOGOTA","Masculino","22.1011060629971","Hijo(a), hijastro(a)","No","No","No","No","Negro, mulato (afrodescendiente)","Esta separado (a) o divorciado (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Casa","Si","Bajo - Bajo","Si","Si","Si","Si","1","3.66367521649227","2","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","5","Sin discapacidad",44.726979036013
"Cabecera","159.20870028","ATLANTICO","Femenino","24.9749793033116","Pareja, esposo(a), conyuge, companero(a)","No","No","Si","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Hombres","Mujer","0","Apartamento","Si","Bajo","Si","Si","Si","Si","1","3.00379018555395","1.26872279983945","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","3","Sin discapacidad",6.59829150191695
"Cabecera","109.4959301","ANTIOQUIA","Masculino","21.2289741605055","Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Apartamento","Si","Bajo","Si","Si","Si","Si","1","2.35356641700491","1","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","2.13765657320619","Sin discapacidad",194.555902200324
"Cabecera","204.91428616","ANTIOQUIA","Masculino","24","Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Apartamento","Si","Bajo - Bajo","Si","Si","Si","Si","1","3","2","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","4.21958789997734","Sin discapacidad",43.7116557266312
"Cabecera","157.97357482","META","Masculino","24.8301091575995","Jefe (a) del hogar","No","No","Si","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Casa","Si","Bajo","Si","Si","Si","Si","1","1.70143064996228","1","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","3","Sin discapacidad",7.61692214311064
"Cabecera","159.20870028","ATLANTICO","Femenino","24.0713199519087","Pareja, esposo(a), conyuge, companero(a)","No","No","Si","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Hombres","Mujer","0","Apartamento","Si","Bajo","Si","Si","Si","Si","1","3.08742719306611","1.21661389409564","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","3","Sin discapacidad",6.91145751712598
"Cabecera","159.20870028","ATLANTICO","Femenino","25","Pareja, esposo(a), conyuge, companero(a)","No","No","Si","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Hombres","Mujer","0","Apartamento","Si","Bajo","Si","Si","Si","Si","1","2.75843800744042","1","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","3","Sin discapacidad",6.84769306126546
"Cabecera","159.20870028","ATLANTICO","Femenino","25","Pareja, esposo(a), conyuge, companero(a)","No","No","Si","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Hombres","Mujer","0","Apartamento","Si","Bajo","Si","Si","Si","Si","1","2.89202674711123","1","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","3","Sin discapacidad",7.686183925384
"Cabecera","159.20870028","ATLANTICO","Femenino","25","Pareja, esposo(a), conyuge, companero(a)","No","No","Si","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Hombres","Mujer","0","Apartamento","Si","Bajo","Si","Si","Si","Si","1","3","1","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","3","Sin discapacidad",7.37775751269708
"Cabecera","110.62746313","ANTIOQUIA","Masculino","24","Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Hombres","Hombre","0","Apartamento","Si","Bajo - Bajo","Si","Si","Si","Si","1","3","2","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","6.29773918702267","Sin discapacidad",89.638504095221
"Cabecera","153.00545785","BOGOTA","Masculino","22.1810492072254","Hijo(a), hijastro(a)","No","No","No","No","Negro, mulato (afrodescendiente)","Esta separado (a) o divorciado (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Casa","Si","Bajo - Bajo","Si","Si","Si","Si","1","3.34255464514717","2","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","5","Sin discapacidad",45.0284700980239
"Cabecera","138.90367567","ATLANTICO","Masculino","20","Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Casa","Si","Bajo","Si","Si","Si","Si","1","3","2","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","No","No","No","No","No","No","2.11599889816716","Sin discapacidad",200.938816821841
"Cabecera","68.352771334","TOLIMA","Masculino","27.4733142023906","Pareja, esposo(a), conyuge, companero(a)","No","No","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Apartamento","Si","Bajo - Bajo","Si","Si","Si","Si","1","2.93041622941382","2","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","4","Sin discapacidad",59.2458749891948
"Cabecera","157.97357482","META","Masculino","24.1996696321294","Jefe (a) del hogar","No","No","Si","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Casa","Si","Bajo","Si","Si","Si","Si","1","1.4958233141806","1","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","3","Sin discapacidad",8.17280590850629
