EDAD;NUMERO_CUARTOS_VIVIENDA;NUMERO_CUARTOS_DORMIR;NUMERO_PERSONAS_HOGAR;TIPO_OCUPACION_VIVIENDA;ETNIA;GENERO;ESTADO_CIVIL;ORIENTACION_SEXUAL;ESTRATO_ENERGIA_ELECTRICA;MAYOR_NIVEL_EDUCATIVO;MADRE_RESIDE_HOGAR;PARENTESCO_JEFE_DE_HOGAR;SEXO;DPTO;FACTOR_EXPANSION;ACTIVIDAD_OCUPADA_ULTIMA_SEMANA
28;4;3;7;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);Si;Hijo(a), hijastro(a);Masculino;SUCRE;118.5378943;0
22;4;3;7;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Otro pariente;Femenino;SUCRE;118.5378943;0
26;4;3;7;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Femenino;SUCRE;118.5378943;0
26;4;2;3;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);Si;Hijo(a), hijastro(a);Masculino;SUCRE;109.87639574;1
23;3;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta separado (a) o divorciado (a);Hombres;Bajo - Bajo;Tecnica profesional;No;Jefe (a) del hogar;Femenino;SUCRE;120.5544116;0
25;3;1;2;En usufructo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Tecnica profesional;Si;Hijo(a), hijastro(a);Femenino;SUCRE;125.6551446;1
22;3;2;2;En arriendo o subarriendo;Indigena;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo;Universitaria;No;Pareja, esposo(a), conyuge, companero(a);Masculino;SUCRE;115.91770346;1
26;4;3;6;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo;Universitaria;Si;Jefe (a) del hogar;Femenino;SUCRE;103.45767022;1
23;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Universitaria;No;Jefe (a) del hogar;Femenino;SUCRE;117.66217539;1
27;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta casado (a);Hombres;Bajo;Universitaria;No;Pareja, esposo(a), conyuge, companero(a);Femenino;SUCRE;109.74704638;1
20;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Media academica (Bachillerato clasico);No;No pariente;Femenino;SUCRE;109.74704638;1
21;3;2;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;SUCRE;231.42578548;1
28;3;2;3;En usufructo;Ninguno de los anteriores;Mujer;Esta casado (a);Hombres;Bajo;Tecnologica ;No;Pareja, esposo(a), conyuge, companero(a);Femenino;SUCRE;192.22522837;1
25;5;3;4;En usufructo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Universitaria;No;Otro pariente;Masculino;SUCRE;129.91213833;1
26;6;3;3;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;SUCRE;127.36084813;0
26;7;2;2;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;SUCRE;151.8693516;1
23;3;2;5;En usufructo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Femenino;SUCRE;82.660590611;0
28;3;2;3;En usufructo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;SUCRE;108.12669096;1
22;3;2;3;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;SUCRE;85.289948085;1
26;3;2;6;En usufructo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;SUCRE;100.60299994;0
26;4;3;9;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Otro pariente;Masculino;SUCRE;89.066510696;1
21;3;2;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Tecnica profesional;Si;Hijo(a), hijastro(a);Masculino;SUCRE;104.70998113;1
28;5;3;4;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Postgrado;Si;Hijo(a), hijastro(a);Femenino;SUCRE;74.28867317;1
25;4;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo;Media academica (Bachillerato clasico);Fallecida;Jefe (a) del hogar;Femenino;SUCRE;99.970878335;1
19;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Tecnica profesional;Si;Hijo(a), hijastro(a);Masculino;SUCRE;114.29579665;1
23;4;2;3;En usufructo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo;Tecnica profesional;No;Pareja, esposo(a), conyuge, companero(a);Masculino;SUCRE;112.55132472;0
26;4;3;3;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;SUCRE;92.266910594;1
27;5;1;1;En usufructo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Universitaria;Fallecida;Jefe (a) del hogar;Masculino;SUCRE;115.41767279;1
20;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Femenino;TOLIMA;214.71212931;0
27;6;2;5;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;TOLIMA;234.63955408;0
27;3;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo;Basica secundaria (6o - 9o);No;Jefe (a) del hogar;Masculino;TOLIMA;426.74384048;1
26;5;4;6;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;TOLIMA;371.85528101;0
23;5;4;6;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Tecnologica ;Si;Hijo(a), hijastro(a);Masculino;TOLIMA;371.85528101;0
20;3;2;5;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Tecnologica ;Si;Hijo(a), hijastro(a);Femenino;TOLIMA;363.10803461;0
26;4;3;4;En usufructo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Basica secundaria (6o - 9o);Si;Hijo(a), hijastro(a);Masculino;TOLIMA;254.83558131;1
27;3;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;TOLIMA;288.80689519;1
28;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo;Media tecnica (Bachillerato tecnico);No;Pareja, esposo(a), conyuge, companero(a);Femenino;TOLIMA;295.88334641;1
25;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;TOLIMA;573.23268224;1
23;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;TOLIMA;573.23268224;1
24;3;2;5;Propiedad colectiva;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Media academica (Bachillerato clasico);No;Hijo(a), hijastro(a);Femenino;TOLIMA;553.68501518;1
27;4;3;7;En usufructo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo;Basica primaria (1o - 5o);No;Otro pariente;Masculino;TOLIMA;462.34534447;1
28;3;2;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo;Media academica (Bachillerato clasico);No;Pareja, esposo(a), conyuge, companero(a);Masculino;TOLIMA;548.77609002;0
24;2;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Femenino;TOLIMA;497.72959875;1
28;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Tecnica profesional;Si;Hijo(a), hijastro(a);Femenino;TOLIMA;347.38296131;1
24;3;2;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta casado(a) y vive en pareja  hace  menos de dos anos;Mujeres;Bajo;Media academica (Bachillerato clasico);No;Otro pariente;Masculino;TOLIMA;391.42256281;0
23;8;4;8;Propiedad colectiva;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;TOLIMA;490.15398147;1
28;3;2;4;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Femenino;TOLIMA;207.91505386;1
21;6;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;TOLIMA;339.69344133;0
20;3;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;TOLIMA;313.67818202;1
19;3;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;TOLIMA;313.67818202;1
27;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Media academica (Bachillerato clasico);No;Otro pariente;Masculino;TOLIMA;340.24808171;1
27;4;3;1;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;TOLIMA;457.66185175;1
21;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Basica secundaria (6o - 9o);No;Otro pariente;Masculino;TOLIMA;271.62069085;1
23;3;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;TOLIMA;352.88795477;0
25;3;2;2;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Universitaria;No;Hijo(a), hijastro(a);Masculino;TOLIMA;358.7100169;1
20;3;2;4;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Femenino;TOLIMA;239.06101129;0
23;4;3;5;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Femenino;TOLIMA;276.48599388;1
25;4;2;6;En usufructo;Ninguno de los anteriores;Hombre;Esta casado (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;TOLIMA;337.70777068;0
27;6;3;5;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;TOLIMA;431.13082452;0
25;6;3;5;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;TOLIMA;431.13082452;0
21;6;3;5;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;TOLIMA;431.13082452;0
25;4;3;5;Propia, totalmente pagada;Negro, mulato (afrodescendiente);Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Basica primaria (1o - 5o);Si;Hijo(a), hijastro(a);Masculino;VALLE;706.9758674;1
22;3;1;1;En usufructo;Negro, mulato (afrodescendiente);Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);No;Jefe (a) del hogar;Masculino;VALLE;399.98011584;1
25;6;3;4;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Universitaria;No;Otro pariente;Masculino;VALLE;508.04282965;1
26;4;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta separado (a) o divorciado (a);Hombres;Medio - Bajo;Basica secundaria (6o - 9o);No;Jefe (a) del hogar;Femenino;VALLE;755.35917774;1
24;4;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta separado (a) o divorciado (a);Hombres;Medio - Bajo;Media academica (Bachillerato clasico);No;Hermano(a) o hermanastro(a);Femenino;VALLE;755.35917774;1
26;4;2;2;En usufructo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio - Bajo;Media tecnica (Bachillerato tecnico);Si;Hijo(a), hijastro(a);Femenino;VALLE;852.24064066;1
26;3;2;3;En arriendo o subarriendo;Negro, mulato (afrodescendiente);Mujer;Esta soltero (a);Hombres;Bajo;Media academica (Bachillerato clasico);Fallecida;No pariente;Femenino;VALLE;538.15061151;1
20;5;4;5;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Tecnica profesional;Si;Hijo(a), hijastro(a);Femenino;VALLE;1435.5078234;1
25;5;4;5;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta separado (a) o divorciado (a);Hombres;Bajo;Tecnica profesional;Si;Hijo(a), hijastro(a);Femenino;VALLE;1435.5078234;1
22;4;2;5;En arriendo o subarriendo;Negro, mulato (afrodescendiente);Mujer;Esta viudo (a);Hombres;Medio - Bajo;Basica secundaria (6o - 9o);Si;Hijo(a), hijastro(a);Femenino;VALLE;1806.4325039;0
28;2;1;1;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;VALLE;1288.8057445;1
20;4;2;2;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Femenino;VALLE;708.04909845;1
23;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;VALLE;876.91846791;1
25;3;2;2;En arriendo o subarriendo;Negro, mulato (afrodescendiente);Hombre;No esta casado(a) y vive en pareja  hace  menos de dos anos;Mujeres;Medio - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;VALLE;1295.3053425;1
24;3;2;2;En arriendo o subarriendo;Negro, mulato (afrodescendiente);Mujer;No esta casado(a) y vive en pareja  hace  menos de dos anos;Hombres;Medio - Bajo;Media academica (Bachillerato clasico);No;Pareja, esposo(a), conyuge, companero(a);Femenino;VALLE;1295.3053425;0
26;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Media academica (Bachillerato clasico);No;Otro pariente;Masculino;VALLE;1161.8631448;1
25;5;4;7;Propia, totalmente pagada;Negro, mulato (afrodescendiente);Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Fallecida;Hijo(a), hijastro(a);Masculino;VALLE;1002.4148024;1
20;5;3;5;En arriendo o subarriendo;Negro, mulato (afrodescendiente);Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);Si;Hijo(a), hijastro(a);Masculino;VALLE;1237.1860931;0
19;5;4;6;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Otro pariente;Femenino;VALLE;794.06750189;1
18;5;4;6;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Otro pariente;Femenino;VALLE;794.06750189;1
18;2;1;2;Otra;Ninguno de los anteriores;Mujer;Esta soltero (a);Ambos sexos;Bajo - Bajo;Media academica (Bachillerato clasico);Fallecida;Jefe (a) del hogar;Femenino;VALLE;1668.845719;1
24;3;2;4;Otra;Negro, mulato (afrodescendiente);Hombre;Esta casado (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Fallecida;Otro pariente;Masculino;VALLE;1433.5699326;1
18;4;3;4;Posesion sin titulo;Negro, mulato (afrodescendiente);Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);No;Otro pariente;Masculino;VALLE;1195.3453789;1
18;3;2;4;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Media tecnica (Bachillerato tecnico);Si;Hijo(a), hijastro(a);Femenino;VALLE;176.04487973;1
24;4;3;4;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;VALLE;137.45997238;1
22;4;3;4;Propia, totalmente pagada;Indigena;Mujer;Esta soltero (a);Hombres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Femenino;VALLE;137.45997238;1
24;3;2;3;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Media tecnica (Bachillerato tecnico);Si;Hijo(a), hijastro(a);Femenino;VALLE;137.7821718;1
26;3;2;3;En usufructo;Ninguno de los anteriores;Mujer;No esta casado(a) y vive en pareja  hace  menos de dos anos;Hombres;Bajo;Media tecnica (Bachillerato tecnico);No;Jefe (a) del hogar;Femenino;VALLE;137.7821718;1
19;4;3;7;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media tecnica (Bachillerato tecnico);Si;Hijo(a), hijastro(a);Masculino;VALLE;1597.9536686;1
19;3;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Femenino;VALLE;1067.6757459;0
26;3;2;2;En arriendo o subarriendo;Negro, mulato (afrodescendiente);Hombre;Esta separado (a) o divorciado (a);Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);No;Hermano(a) o hermanastro(a);Masculino;VALLE;1381.5172821;1
24;3;2;4;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);No;Hijo(a), hijastro(a);Masculino;VALLE;1321.4684052;1
18;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);No;Otro pariente;Masculino;VALLE;1660.7694448;1
26;4;3;4;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;VALLE;151.29679787;0
20;4;3;4;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;VALLE;151.29679787;1
22;3;2;2;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Hombres;Bajo;Media tecnica (Bachillerato tecnico);Si;Hijo(a), hijastro(a);Masculino;VALLE;106.23403698;1
22;4;2;3;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Femenino;VALLE;1228.8984117;1
22;4;2;3;En usufructo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Tecnica profesional;Si;Hijo(a), hijastro(a);Femenino;VALLE;100.66057594;0
25;3;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo;Media academica (Bachillerato clasico);No;Pareja, esposo(a), conyuge, companero(a);Femenino;VALLE;161.17291082;1
27;5;4;5;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Tecnologica ;Si;Hijo(a), hijastro(a);Femenino;VALLE;158.79001814;1
25;5;4;5;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Basica secundaria (6o - 9o);Si;Hijo(a), hijastro(a);Masculino;VALLE;158.79001814;0
24;4;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio;Postgrado;Si;Hijo(a), hijastro(a);Masculino;VALLE;555.95070561;1
24;2;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;VALLE;100.21459085;1
22;2;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo;Media academica (Bachillerato clasico);No;Pareja, esposo(a), conyuge, companero(a);Femenino;VALLE;100.21459085;0
25;4;3;4;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Tecnologica ;Si;Hijo(a), hijastro(a);Masculino;VALLE;119.41901843;1
